,Date,Adj_Close,Close,High,Low,Open,Volume
27,2010-02-11 00:00:00+00:00,6.004499912,6.004499912,6.020999908,5.824999809,5.860499859,166870000
28,2010-02-12 00:00:00+00:00,5.982999802,5.982999802,5.997000217,5.875,5.949500084,161470000
29,2010-02-16 00:00:00+00:00,5.87650013,5.87650013,6.025000095,5.859000206,6.002999783,178654000
30,2010-02-17 00:00:00+00:00,5.815499783,5.815499783,5.856500149,5.777500153,5.853499889,178896000
31,2010-02-18 00:00:00+00:00,5.903999805,5.903999805,5.925499916,5.741000175,5.791999817,196002000
32,2010-02-19 00:00:00+00:00,5.875999928,5.875999928,5.954500198,5.849999905,5.895500183,142312000
33,2010-02-22 00:00:00+00:00,5.900499821,5.900499821,5.948500156,5.809000015,5.868500233,136146000
34,2010-02-23 00:00:00+00:00,5.861999989,5.861999989,5.962500095,5.825500011,5.900499821,141364000
35,2010-02-24 00:00:00+00:00,5.986000061,5.986000061,5.989999771,5.857500076,5.897999763,147798000
36,2010-02-25 00:00:00+00:00,5.909999847,5.909999847,5.916999817,5.792500019,5.908500195,190668000
37,2010-02-26 00:00:00+00:00,5.920000076,5.920000076,5.97149992,5.849999905,5.894000053,114432000
38,2010-03-01 00:00:00+00:00,6.227000237,6.227000237,6.232999802,5.87650013,5.934999943,265930000
39,2010-03-02 00:00:00+00:00,6.276500225,6.276500225,6.367499828,6.239999771,6.250500202,241950000
40,2010-03-03 00:00:00+00:00,6.294499874,6.294499874,6.347000122,6.22149992,6.269999981,128808000
41,2010-03-04 00:00:00+00:00,6.426499844,6.426499844,6.4425001139999996,6.27850008,6.298999786,150194000
42,2010-03-05 00:00:00+00:00,6.445499897,6.445499897,6.472499847,6.353499889,6.456500053,135386000
43,2010-03-08 00:00:00+00:00,6.50549984,6.50549984,6.542500019,6.385499954,6.414999962,112118000
44,2010-03-09 00:00:00+00:00,6.440999985,6.440999985,6.540500164,6.398499966,6.479499817,121416000
45,2010-03-10 00:00:00+00:00,6.525499821,6.525499821,6.558499813,6.423999786,6.455500126,112514000
46,2010-03-11 00:00:00+00:00,6.678999901,6.678999901,6.681000233,6.518000126,6.522500038,144816000
47,2010-03-12 00:00:00+00:00,6.59100008,6.59100008,6.710000038,6.559000015,6.710000038,123016000
48,2010-03-15 00:00:00+00:00,6.556499958,6.556499958,6.599999905,6.431499958,6.585000038,126584000
49,2010-03-16 00:00:00+00:00,6.58949995,6.58949995,6.614500046,6.525000095,6.561999798,82650000
50,2010-03-17 00:00:00+00:00,6.566999912,6.566999912,6.634500027,6.56099987,6.620500088,87176000
51,2010-03-18 00:00:00+00:00,6.638000011,6.638000011,6.642499924,6.521999836,6.551000118,100426000
52,2010-03-19 00:00:00+00:00,6.517499924,6.517499924,6.685500145,6.482999802,6.685500145,178100000
53,2010-03-22 00:00:00+00:00,6.523499966,6.523499966,6.547999859,6.43200016,6.510000229,107668000
54,2010-03-23 00:00:00+00:00,6.462999821,6.462999821,6.546999931,6.40350008,6.544499874,84262000
55,2010-03-24 00:00:00+00:00,6.40199995,6.40199995,6.46999979,6.360000134,6.43200016,93928000
56,2010-03-25 00:00:00+00:00,6.736499786,6.736499786,6.845499992,6.40199995,6.456999779,324192000
57,2010-03-26 00:00:00+00:00,6.752999783,6.752999783,6.849500179,6.688000202,6.7449998860000004,131314000
58,2010-03-29 00:00:00+00:00,6.756000042,6.756000042,6.831500053,6.716499805,6.768499851,92538000
59,2010-03-30 00:00:00+00:00,6.828999996,6.828999996,6.909500122,6.768000126,6.787000179,123854000
60,2010-03-31 00:00:00+00:00,6.788499832,6.788499832,6.840000153,6.723999977,6.800000191,92012000
61,2010-04-01 00:00:00+00:00,6.590499878,6.590499878,6.825500011,6.559000015,6.789999962,175716000
62,2010-04-05 00:00:00+00:00,6.574500084,6.574500084,6.686999798,6.539000034,6.642499924,116330000
63,2010-04-06 00:00:00+00:00,6.777999878,6.777999878,6.800000191,6.559000015,6.561500072,159006000
64,2010-04-07 00:00:00+00:00,6.743500233,6.743500233,6.803999901,6.69299984,6.797999859,118908000
65,2010-04-08 00:00:00+00:00,7.047999859,7.047999859,7.0625,6.735499859,6.735499859,253782000
66,2010-04-09 00:00:00+00:00,7.002999783,7.002999783,7.066500187,6.953499794,7.035999775,120222000
67,2010-04-12 00:00:00+00:00,7.059999943,7.059999943,7.145500183,6.984000206,7.0,108906000
68,2010-04-13 00:00:00+00:00,7.007999897,7.007999897,7.098999977,6.955999851,7.061500072,95710000
69,2010-04-14 00:00:00+00:00,7.214000225,7.214000225,7.224999905,6.960000038,7.017000198,158006000
70,2010-04-15 00:00:00+00:00,7.290999889,7.290999889,7.354499817,7.199999809,7.227499962,156592000
71,2010-04-16 00:00:00+00:00,7.108500004,7.108500004,7.358500004,7.072500229,7.243999958,167936000
72,2010-04-19 00:00:00+00:00,7.121500015,7.121500015,7.183499813,6.956500053,7.117499828,120440000
73,2010-04-20 00:00:00+00:00,7.210000038,7.210000038,7.231999874,7.105000019,7.191500187,86234000
74,2010-04-21 00:00:00+00:00,7.321499825,7.321499825,7.449999809,7.176000118,7.258500099,147488000
75,2010-04-22 00:00:00+00:00,7.504499912,7.504499912,7.554500103,7.294000149,7.350500107,303316000
76,2010-04-23 00:00:00+00:00,7.181499958,7.181499958,7.454500198,7.120999813,7.269000053,379504000
77,2010-04-26 00:00:00+00:00,7.355500221,7.355500221,7.386499882,7.144999981,7.159999847,186366000
78,2010-04-27 00:00:00+00:00,7.100999832,7.100999832,7.322000027,7.055500031,7.277500153,172780000
79,2010-04-28 00:00:00+00:00,6.96750021,6.96750021,7.137499809,6.934500217,7.129499912,184706000
80,2010-04-29 00:00:00+00:00,7.086500168,7.086500168,7.122499943,6.989500046,7.004499912,126284000
81,2010-04-30 00:00:00+00:00,6.855000019,6.855000019,7.070000172,6.845499992,7.070000172,122270000
82,2010-05-03 00:00:00+00:00,6.874499798,6.874499798,6.972000122,6.805500031,6.860000134,113092000
83,2010-05-04 00:00:00+00:00,6.491499901,6.491499901,6.790500164,6.419000149,6.781000137,253356000
84,2010-05-05 00:00:00+00:00,6.546500206,6.546500206,6.580500126,6.377500057,6.400000095,189162000
85,2010-05-06 00:00:00+00:00,6.435500145,6.435500145,6.616499901,6.03000021,6.5,203780000
86,2010-05-07 00:00:00+00:00,6.249000072,6.249000072,6.559000015,6.188000202,6.398499966,238552000
87,2010-05-10 00:00:00+00:00,6.564499855,6.564499855,6.610499859,6.462999821,6.486499786,136122000
88,2010-05-11 00:00:00+00:00,6.522999763,6.522999763,6.653999805,6.423500061,6.497499943,120882000
89,2010-05-12 00:00:00+00:00,6.693500042,6.693500042,6.706500053,6.484000206,6.570499897,118090000
90,2010-05-13 00:00:00+00:00,6.573500156,6.573500156,6.849500179,6.550000191,6.696499825,118804000
91,2010-05-14 00:00:00+00:00,6.426499844,6.426499844,6.550000191,6.337999821,6.518000126,105556000
92,2010-05-17 00:00:00+00:00,6.445499897,6.445499897,6.497499943,6.289999962,6.412000179,112844000
93,2010-05-18 00:00:00+00:00,6.31400013,6.31400013,6.5625,6.275499821,6.506999969,105138000
94,2010-05-19 00:00:00+00:00,6.229499817,6.229499817,6.396500111,6.190000057,6.275499821,129266000
95,2010-05-20 00:00:00+00:00,5.985499859,5.985499859,6.25,5.93900013,6.131999969,171888000
96,2010-05-21 00:00:00+00:00,6.136000156,6.136000156,6.24849987,5.875999928,5.894999981,159338000
97,2010-05-24 00:00:00+00:00,6.105999947,6.105999947,6.224999905,6.03249979,6.128499985,90718000
98,2010-05-25 00:00:00+00:00,6.243000031,6.243000031,6.259500027,5.925000191,5.927000046,138268000
99,2010-05-26 00:00:00+00:00,6.16050005,6.16050005,6.289500237,6.114999771,6.252500057,139292000
100,2010-05-27 00:00:00+00:00,6.335000038,6.335000038,6.34250021,6.03000021,6.249000072,94954000
101,2010-05-28 00:00:00+00:00,6.272999763,6.272999763,6.3800001139999996,6.200500011,6.303500175,79096000
102,2010-06-01 00:00:00+00:00,6.162000179,6.162000179,6.328499794,6.151000023,6.24849987,73190000
103,2010-06-02 00:00:00+00:00,6.315499783,6.315499783,6.321499825,6.082499981,6.201000214,95294000
104,2010-06-03 00:00:00+00:00,6.438000202,6.438000202,6.457499981,6.242499828,6.3125,105538000
105,2010-06-04 00:00:00+00:00,6.138500214,6.138500214,6.409999847,6.109000206,6.316500187,109954000
106,2010-06-07 00:00:00+00:00,6.100500107,6.100500107,6.330500126,6.083499908,6.291999817,131328000
107,2010-06-08 00:00:00+00:00,5.941999912,5.941999912,6.099999905,5.789999962,6.099999905,229688000
108,2010-06-09 00:00:00+00:00,5.895500183,5.895500183,6.073500156,5.868000031,6.015500069,147384000
109,2010-06-10 00:00:00+00:00,6.16050005,6.16050005,6.175000191,5.960000038,6.0,121236000
110,2010-06-11 00:00:00+00:00,6.151500225,6.151500225,6.176499844,6.014500141,6.069499969,84092000
111,2010-06-14 00:00:00+00:00,6.191500187,6.191500187,6.284999847,6.175000191,6.211999893,78460000
112,2010-06-15 00:00:00+00:00,6.342000008,6.342000008,6.346000195,6.125,6.159999847,90820000
113,2010-06-16 00:00:00+00:00,6.34499979,6.34499979,6.399000168,6.268000126,6.269499779,79286000
114,2010-06-17 00:00:00+00:00,6.294499874,6.294499874,6.389999866,6.234499931,6.336999893,69580000
115,2010-06-18 00:00:00+00:00,6.291500092,6.291500092,6.374000072,6.253499985,6.323999882,76720000
116,2010-06-21 00:00:00+00:00,6.127500057,6.127500057,6.374000072,6.070499897,6.33949995,106554000
117,2010-06-22 00:00:00+00:00,6.115499973,6.115499973,6.261499882,6.077499866,6.132500172,124144000
118,2010-06-23 00:00:00+00:00,6.072500229,6.072500229,6.160999775,6.001999855,6.105500221,109102000
119,2010-06-24 00:00:00+00:00,5.916500092,5.916500092,6.042500019,5.840000153,6.030499935,155422000
120,2010-06-25 00:00:00+00:00,6.050000191,6.050000191,6.087999821,5.881499767,5.907000065,115394000
121,2010-06-28 00:00:00+00:00,5.889999866,5.889999866,6.001999855,5.855000019,5.9425001139999996,112244000
122,2010-06-29 00:00:00+00:00,5.430500031,5.430500031,5.823999882,5.300499916,5.813000202,257326000
123,2010-06-30 00:00:00+00:00,5.462999821,5.462999821,5.633999825,5.405499935,5.428999901,194814000
124,2010-07-01 00:00:00+00:00,5.547999859,5.547999859,5.584499836,5.335000038,5.445000172,170596000
125,2010-07-02 00:00:00+00:00,5.456999779,5.456999779,5.564499855,5.427999973,5.546000004,89542000
126,2010-07-06 00:00:00+00:00,5.502999783,5.502999783,5.62650013,5.449999809,5.53249979,104386000
127,2010-07-07 00:00:00+00:00,5.671500206,5.671500206,5.681499958,5.490499973,5.492000103,98820000
128,2010-07-08 00:00:00+00:00,5.81099987,5.81099987,5.874000072,5.703499794,5.750999928,135500000
129,2010-07-09 00:00:00+00:00,5.862999916,5.862999916,5.8699998860000004,5.732500076,5.827499866,81302000
130,2010-07-12 00:00:00+00:00,5.975500107,5.975500107,5.985000134,5.866000175,5.890500069,95672000
131,2010-07-13 00:00:00+00:00,6.1824998860000004,6.1824998860000004,6.243999958,6.014999866,6.034500122,141822000
132,2010-07-14 00:00:00+00:00,6.164999962,6.164999962,6.1875,6.073500156,6.151500225,105140000
133,2010-07-15 00:00:00+00:00,6.103000164,6.103000164,6.124000072,5.962999821,6.006499767,120954000
134,2010-07-16 00:00:00+00:00,5.924499989,5.924499989,6.096000195,5.900499821,6.06400013,124558000
135,2010-07-19 00:00:00+00:00,5.997000217,5.997000217,6.037000179,5.849999905,5.919000149,100618000
136,2010-07-20 00:00:00+00:00,6.0050001139999996,6.0050001139999996,6.03550005,5.875500202,6.030499935,135700000
137,2010-07-21 00:00:00+00:00,5.871500015,5.871500015,6.0625,5.862999916,6.031000137,100234000
138,2010-07-22 00:00:00+00:00,6.003499985,6.003499985,6.043499947,5.901000023,5.935500145,300068000
139,2010-07-23 00:00:00+00:00,5.943500042,5.943500042,5.964000225,5.289999962,5.296500206,848422000
140,2010-07-26 00:00:00+00:00,5.920000076,5.920000076,5.929999828,5.743999958,5.913000107,222756000
141,2010-07-27 00:00:00+00:00,5.856500149,5.856500149,5.925000191,5.753499985,5.921500206,155922000
142,2010-07-28 00:00:00+00:00,5.856500149,5.856500149,5.909999847,5.820000172,5.849999905,109446000
143,2010-07-29 00:00:00+00:00,5.842999935,5.842999935,5.943500042,5.776000023,5.899499893,123516000
144,2010-07-30 00:00:00+00:00,5.894499779,5.894499779,5.936999798,5.725500107,5.776500225,141550000
145,2010-08-02 00:00:00+00:00,6.003499985,6.003499985,6.019000053,5.878499985,5.957499981,108874000
146,2010-08-03 00:00:00+00:00,6.120999813,6.120999813,6.143499851,5.984000206,6.0,119076000
147,2010-08-04 00:00:00+00:00,6.379000187,6.379000187,6.423500061,6.150000095,6.152999878,185416000
148,2010-08-05 00:00:00+00:00,6.391499996,6.391499996,6.400000095,6.290999889,6.338500023,85646000
149,2010-08-06 00:00:00+00:00,6.415999889,6.415999889,6.420000076,6.295000076,6.335999966,101304000
150,2010-08-09 00:00:00+00:00,6.441500187,6.441500187,6.496500015,6.392499924,6.422999859,101716000
151,2010-08-10 00:00:00+00:00,6.5,6.5,6.5,6.368999958,6.397500038,114138000
152,2010-08-11 00:00:00+00:00,6.294499874,6.294499874,6.406000137,6.260000229,6.40500021,110834000
153,2010-08-12 00:00:00+00:00,6.328000069,6.328000069,6.349999905,6.177499771,6.188000202,87358000
154,2010-08-13 00:00:00+00:00,6.234499931,6.234499931,6.374000072,6.212999821,6.302999973,79532000
155,2010-08-16 00:00:00+00:00,6.303500175,6.303500175,6.368500233,6.15199995,6.180500031,80494000
156,2010-08-17 00:00:00+00:00,6.44299984,6.44299984,6.499000072,6.33949995,6.367000103,100894000
157,2010-08-18 00:00:00+00:00,6.482500076,6.482500076,6.540500164,6.413000107,6.462500095,158030000
158,2010-08-19 00:00:00+00:00,6.378499985,6.378499985,6.500999928,6.34100008,6.460999966,111650000
159,2010-08-20 00:00:00+00:00,6.388000011,6.388000011,6.40199995,6.301000118,6.360000134,83402000
160,2010-08-23 00:00:00+00:00,6.329999924,6.329999924,6.460999966,6.324999809,6.393000126,77226000
161,2010-08-24 00:00:00+00:00,6.226500034,6.226500034,6.271999836,6.15899992,6.270500183,107394000
162,2010-08-25 00:00:00+00:00,6.34250021,6.34250021,6.368500233,6.191500187,6.1925001139999996,106890000
163,2010-08-26 00:00:00+00:00,6.243000031,6.243000031,6.379499912,6.241000175,6.357500076,93890000
164,2010-08-27 00:00:00+00:00,6.331999779,6.331999779,6.331999779,6.112500191,6.272999763,101600000
165,2010-08-30 00:00:00+00:00,6.189499855,6.189499855,6.347499847,6.184500217,6.301499844,68520000
166,2010-08-31 00:00:00+00:00,6.241499901,6.241499901,6.295000076,6.125,6.142499924,84512000
167,2010-09-01 00:00:00+00:00,6.624499798,6.624499798,6.6300001139999996,6.308499813,6.31799984,142766000
168,2010-09-02 00:00:00+00:00,6.760499954,6.760499954,6.760499954,6.602499962,6.608500004,108148000
169,2010-09-03 00:00:00+00:00,6.939499855,6.939499855,6.974999905,6.831500053,6.844500065,131624000
170,2010-09-07 00:00:00+00:00,6.861000061,6.861000061,6.929999828,6.844500065,6.877999783,77660000
171,2010-09-08 00:00:00+00:00,6.956999779,6.956999779,6.985000134,6.822500229,6.896500111,116570000
172,2010-09-09 00:00:00+00:00,7.019000053,7.019000053,7.068500042,6.962999821,7.019499779,99160000
173,2010-09-10 00:00:00+00:00,7.122000217,7.122000217,7.1300001139999996,7.001999855,7.037499905,100872000
174,2010-09-13 00:00:00+00:00,7.253499985,7.253499985,7.287000179,7.188000202,7.203499794,101548000
175,2010-09-14 00:00:00+00:00,7.287499905,7.287499905,7.335000038,7.191500187,7.224999905,86388000
176,2010-09-15 00:00:00+00:00,7.272500038,7.272500038,7.281000137,7.177999973,7.243999958,98072000
177,2010-09-16 00:00:00+00:00,7.406499863,7.406499863,7.411499977,7.257999897,7.269999981,116540000
178,2010-09-17 00:00:00+00:00,7.415999889,7.415999889,7.448999882,7.324999809,7.445000172,145192000
179,2010-09-20 00:00:00+00:00,7.565000057,7.565000057,7.597499847,7.367499828,7.434999943,128988000
180,2010-09-21 00:00:00+00:00,7.536499977,7.536499977,7.665500164,7.480000019,7.538000107,150840000
181,2010-09-22 00:00:00+00:00,7.591499805,7.591499805,7.635000229,7.454999924,7.492000103,132248000
182,2010-09-23 00:00:00+00:00,7.642499924,7.642499924,7.796000004,7.548500061,7.559999943,141312000
183,2010-09-24 00:00:00+00:00,8.036499977,8.036499977,8.044500351,7.770999908,7.771500111,211812000
184,2010-09-27 00:00:00+00:00,7.968500137,7.968500137,8.06000042,7.894000053,8.01099968,128926000
185,2010-09-28 00:00:00+00:00,7.985000134,7.985000134,8.043999672,7.74450016,7.992000103,169884000
186,2010-09-29 00:00:00+00:00,7.949500084,7.949500084,8.088999748,7.887499809,7.951499939,145750000
187,2010-09-30 00:00:00+00:00,7.853000164,7.853000164,8.046500206,7.78000021,8.000499725,152120000
188,2010-10-01 00:00:00+00:00,7.685500145,7.685500145,7.872000217,7.610000134,7.854000092,173668000
189,2010-10-04 00:00:00+00:00,7.769499779,7.769499779,7.797999859,7.639500141,7.697500229,106930000
190,2010-10-05 00:00:00+00:00,8.043499947,8.043499947,8.060500145,7.850500107,7.854000092,112400000
191,2010-10-06 00:00:00+00:00,7.769999981,7.769999981,8.034000397,7.730000019,8.029999733,121216000
192,2010-10-07 00:00:00+00:00,7.813499928,7.813499928,7.8699998860000004,7.669499874,7.825500011,92440000
193,2010-10-08 00:00:00+00:00,7.777500153,7.777500153,7.81400013,7.638999939,7.758999825,138368000
194,2010-10-11 00:00:00+00:00,7.651500225,7.651500225,7.831500053,7.617000103,7.74450016,89728000
195,2010-10-12 00:00:00+00:00,7.823999882,7.823999882,7.847499847,7.570000172,7.625500202,105616000
196,2010-10-13 00:00:00+00:00,7.758500099,7.758500099,7.83949995,7.6925001139999996,7.834499836,112656000
197,2010-10-14 00:00:00+00:00,7.776500225,7.776500225,7.847499847,7.711500168,7.757999897,80482000
198,2010-10-15 00:00:00+00:00,8.232000351,8.232000351,8.244000435,7.837500095,7.921000004,202710000
199,2010-10-18 00:00:00+00:00,8.17800045,8.17800045,8.25949955,8.090999603,8.25,126626000
200,2010-10-19 00:00:00+00:00,7.933499813,7.933499813,8.140000343,7.849999905,8.034000397,150500000
201,2010-10-20 00:00:00+00:00,7.933499813,7.933499813,7.993500233,7.828499794,7.93900013,115808000
202,2010-10-21 00:00:00+00:00,8.24849987,8.24849987,8.306500435,8.064499855,8.133500099,269650000
203,2010-10-22 00:00:00+00:00,8.456500053,8.456500053,8.508500099,8.113499641,8.12250042,326368000
204,2010-10-25 00:00:00+00:00,8.449999809,8.449999809,8.599499702,8.416000366,8.578499794,130618000
205,2010-10-26 00:00:00+00:00,8.49750042,8.49750042,8.550000191,8.375,8.378499985,93792000
206,2010-10-27 00:00:00+00:00,8.375499725,8.375499725,8.487500191,8.326999664,8.445500374,114436000
207,2010-10-28 00:00:00+00:00,8.342000008,8.342000008,8.424500465,8.25249958,8.415499687,93688000
208,2010-10-29 00:00:00+00:00,8.261500359,8.261500359,8.425000191,8.24050045,8.289999962,99970000
209,2010-11-01 00:00:00+00:00,8.12899971,8.12899971,8.229000092,8.076000214,8.222499847,104798000
210,2010-11-02 00:00:00+00:00,8.230500221,8.230500221,8.296999931,8.168000221,8.1875,85200000
211,2010-11-03 00:00:00+00:00,8.423500061,8.423500061,8.430500031,8.114500046,8.270000458,122242000
212,2010-11-04 00:00:00+00:00,8.446499825,8.446499825,8.62650013,8.420000076,8.493000031,147918000
213,2010-11-05 00:00:00+00:00,8.538499832,8.538499832,8.582500458,8.429499626,8.467499733,104244000
214,2010-11-08 00:00:00+00:00,8.599499702,8.599499702,8.659999847,8.43900013,8.541999817,114120000
215,2010-11-09 00:00:00+00:00,8.513500214,8.513500214,8.656999588,8.453000069,8.633500099,79572000
216,2010-11-10 00:00:00+00:00,8.666500092,8.666500092,8.668499947,8.470499992,8.529500008,108806000
217,2010-11-11 00:00:00+00:00,8.518500328,8.518500328,8.602499962,8.470999718,8.550000191,113834000
218,2010-11-12 00:00:00+00:00,8.284000397,8.284000397,8.562999725,8.25249958,8.505999565,143212000
219,2010-11-15 00:00:00+00:00,7.945000172,7.945000172,8.267499924,7.927999973,8.258000374,192972000
220,2010-11-16 00:00:00+00:00,7.888999939,7.888999939,8.045499802,7.838500023,7.936999798,131428000
221,2010-11-17 00:00:00+00:00,7.917500019,7.917500019,8.042499542,7.877500057,7.892000198,90498000
222,2010-11-18 00:00:00+00:00,8.208499908,8.208499908,8.25,8.036999702,8.036999702,124506000
223,2010-11-19 00:00:00+00:00,8.241000175,8.241000175,8.249500275,8.142000198,8.197500229,89296000
224,2010-11-22 00:00:00+00:00,8.519499779,8.519499779,8.529999733,8.25,8.255000114,122850000
225,2010-11-23 00:00:00+00:00,8.409999847,8.409999847,8.440500259,8.230999947,8.430500031,129306000
226,2010-11-24 00:00:00+00:00,8.862500191,8.862500191,8.894499779,8.576499939,8.576499939,200850000
227,2010-11-26 00:00:00+00:00,8.859999657,8.859999657,8.918999672,8.807999611,8.868000031,85432000
228,2010-11-29 00:00:00+00:00,8.974499702,8.974499702,9.092000008,8.878499985,8.999500275,193900000
229,2010-11-30 00:00:00+00:00,8.770000458,8.770000458,8.885000229,8.744999886,8.847499847,135244000
230,2010-12-01 00:00:00+00:00,8.827500343,8.827500343,8.965999603,8.800000191,8.958000183,115402000
231,2010-12-02 00:00:00+00:00,8.826499939,8.826499939,8.87250042,8.696000099,8.843000412,110752000
232,2010-12-03 00:00:00+00:00,8.784000397,8.784000397,8.819999695,8.702500343,8.774999619,98150000
233,2010-12-06 00:00:00+00:00,8.902500153,8.902500153,8.921500206,8.729999542,8.776000023,113084000
234,2010-12-07 00:00:00+00:00,8.838500023,8.838500023,9.07349968,8.828499794,9.024999619,101542000
235,2010-12-08 00:00:00+00:00,8.814499855,8.814499855,8.907999992,8.760000229,8.874500275,74538000
236,2010-12-09 00:00:00+00:00,8.742500305,8.742500305,8.905500412,8.68999958,8.888500214,91110000
237,2010-12-10 00:00:00+00:00,8.781000137,8.781000137,8.797499657,8.668000221,8.744000435,71310000
238,2010-12-13 00:00:00+00:00,8.712499619,8.712499619,8.897000313,8.686499596,8.81649971,84050000
239,2010-12-14 00:00:00+00:00,8.69699955,8.69699955,8.788000107,8.654500008,8.713999748,73706000
240,2010-12-15 00:00:00+00:00,8.778499603,8.778499603,8.949999809,8.679499626,8.68599987,116210000
241,2010-12-16 00:00:00+00:00,8.902000427,8.902000427,8.914999962,8.751999855,8.779000282,82430000
242,2010-12-17 00:00:00+00:00,8.87899971,8.87899971,8.9375,8.850999832,8.920499802,90146000
243,2010-12-20 00:00:00+00:00,9.164500237,9.164500237,9.199000359,8.902000427,8.963500023,174706000
244,2010-12-21 00:00:00+00:00,9.237500191,9.237500191,9.282500267,9.130000114,9.194000244,102220000
245,2010-12-22 00:00:00+00:00,9.237999916,9.237999916,9.272500038,9.205499649,9.25,51562000
246,2010-12-23 00:00:00+00:00,9.129500389,9.129500389,9.248999596,9.094499588,9.217000008,67164000
247,2010-12-27 00:00:00+00:00,9.107000351,9.107000351,9.156999588,9.022500038,9.095000267,44988000
248,2010-12-28 00:00:00+00:00,9.054499626,9.054499626,9.138500214,9.052499771,9.104999542,39500000
249,2010-12-29 00:00:00+00:00,9.168499947,9.168499947,9.217499733,9.020500183,9.090000153,62402000
250,2010-12-30 00:00:00+00:00,9.137499809,9.137499809,9.227499962,9.137499809,9.196000099,39224000
251,2010-12-31 00:00:00+00:00,9.0,9.0,9.114999771,8.975500107,9.097999573,69038000
252,2011-01-03 00:00:00+00:00,9.211000443,9.211000443,9.300000191,9.060500145,9.068499565,106628000
253,2011-01-04 00:00:00+00:00,9.250499725,9.250499725,9.385000229,9.18900013,9.307499886,100636000
254,2011-01-05 00:00:00+00:00,9.37100029,9.37100029,9.37250042,9.203499794,9.204999924,68376000
255,2011-01-06 00:00:00+00:00,9.293000221,9.293000221,9.370499611,9.262499809,9.324999809,63594000
256,2011-01-07 00:00:00+00:00,9.274499893,9.274499893,9.422499657,9.187000275,9.394000053,104434000
257,2011-01-10 00:00:00+00:00,9.234000206,9.234000206,9.264499664,9.125499725,9.251999855,67518000
258,2011-01-11 00:00:00+00:00,9.217000008,9.217000008,9.300000191,9.160499573,9.270999908,56284000
259,2011-01-12 00:00:00+00:00,9.204000473,9.204000473,9.269000053,9.164999962,9.267999649,53582000
260,2011-01-13 00:00:00+00:00,9.276499748,9.276499748,9.322500229,9.175499916,9.180000305,67340000
261,2011-01-14 00:00:00+00:00,9.4375,9.4375,9.44699955,9.24600029,9.274999619,73256000
262,2011-01-18 00:00:00+00:00,9.5625,9.5625,9.579999924,9.412500381,9.432999611,77924000
